Fazenda;ID_Animal;Sexo;Campo1;Campo2;Campo3;Campo4
MARIA DE JESUS;D923;M;;;;
MARIA DE JESUS;D925;M;;;;
MARIA DE JESUS;D926;F;;;;
MARIA DE JESUS;D927;F;;;;
MARIA DE JESUS;D928;M;;;;
MARIA DE JESUS;D929;M;;;;
PROSPERIDADE II;D93;F;;;;
MARIA DE JESUS;D930;M;;;;
MARIA DE JESUS;D931;F;;;;
MARIA DE JESUS;D932;F;;;;
MARIA DE JESUS;D933;M;;;;
MARIA DE JESUS;D934;M;;;;
MARIA DE JESUS;D935;M;;;;
MARIA DE JESUS;D936;M;;;;
MARIA DE JESUS;D937;M;;;;
MARIA DE JESUS;D938;F;;;;
MARIA DE JESUS;D939;M;;;;
PROSPERIDADE II;D94;M;;;;
MARIA DE JESUS;D941;M;;;;
MARIA DE JESUS;D942;F;;;;
MARIA DE JESUS;D943;M;;;;
MARIA DE JESUS;D944;F;;;;
MARIA DE JESUS;D945;M;;;;
MARIA DE JESUS;D946;F;;;;
MARIA DE JESUS;D947;F;;;;
MARIA DE JESUS;D948;M;;;;
PROSPERIDADE II;D95;F;;;;
IMPERIAL II;D950;M;;;;
IMPERIAL II;D951;M;;;;
IMPERIAL II;D952;M;;;;
IMPERIAL II;D953;M;;;;
IMPERIAL II;D954;F;;;;
IMPERIAL II;D955;M;;;;
IMPERIAL II;D956;M;;;;
IMPERIAL II;D957;F;;;;
IMPERIAL II;D958;M;;;;
IMPERIAL II;D959;F;;;;
PROSPERIDADE II;D96;M;;;;
IMPERIAL II;D960;M;;;;
IMPERIAL II;D961;M;;;;
IMPERIAL II;D962;M;;;;
IMPERIAL II;D964;M;;;;
IMPERIAL II;D966;F;;;;
IMPERIAL II;D967;M;;;;
IMPERIAL II;D968;F;;;;
IMPERIAL II;D969;F;;;;
IMPERIAL II;D97;M;;;;
IMPERIAL II;D970;M;;;;
IMPERIAL II;D971;M;;;;
IMPERIAL II;D972;M;;;;
IMPERIAL II;D973;F;;;;
IMPERIAL II;D975;M;;;;
IMPERIAL II;D976;F;;;;
IMPERIAL II;D978;M;;;;
MARIA DE JESUS;D979;F;;;;
PROSPERIDADE II;D98;M;;;;
MARIA DE JESUS;D980;F;;;;
MARIA DE JESUS;D981;F;;;;
MARIA DE JESUS;D982;M;;;;
MARIA DE JESUS;D983;M;;;;
PROSPERIDADE II;D984;F;;;;
PROSPERIDADE II;D985;M;;;;
PROSPERIDADE II;D986;M;;;;
IMPERIAL II;D987;F;;;;
IMPERIAL II;D988;M;;;;
IMPERIAL II;D989;M;;;;
IMPERIAL II;D99;M;;;;
IMPERIAL II;D990;F;;;;
IMPERIAL II;D992;M;;;;
IMPERIAL II;D993;M;;;;
IMPERIAL II;D994;M;;;;
PROSPERIDADE II;DGFA 1616;F;;;;
PROSPERIDADE II;DGFA 1707;F;;;;
PROSPERIDADE II;DMMD 1393;F;;;;
PROSPERIDADE II;DMMD 1411;F;;;;
PROSPERIDADE II;DMMD 1427;F;;;;
PROSPERIDADE II;DMMD 1432;F;;;;
PROSPERIDADE II;DMMD 1442;F;;;;
PROSPERIDADE II;DMMD 1443;F;;;;
PROSPERIDADE II;DMMD 1453;F;;;;
PROSPERIDADE II;DMMD 1471;F;;;;
PROSPERIDADE II;DMMD 1495;F;;;;
PROSPERIDADE II;DMMD 1547;F;;;;
PROSPERIDADE II;DMMD 1584;F;;;;
PROSPERIDADE II;DMMD 1622;F;;;;
PROSPERIDADE II;DMMD 1623;F;;;;
PROSPERIDADE II;DMMD 1625;F;;;;
PROSPERIDADE II;DMMD 1629;F;;;;
PROSPERIDADE II;DMMD 1630;F;;;;
PROSPERIDADE II;DMMD 1631;F;;;;
PROSPERIDADE II;DMMD 1634;F;;;;
PROSPERIDADE II;DMMD 1648;F;;;;
PROSPERIDADE II;DMMD 1655;F;;;;
PROSPERIDADE II;DMMD 1657;F;;;;
PROSPERIDADE II;DMMD 1664;F;;;;
PROSPERIDADE II;DMMD 1674;F;;;;
PROSPERIDADE II;DMMD 1689;F;;;;
PROSPERIDADE II;DMMD 1693;F;;;;
PROSPERIDADE II;DMMD 1698;F;;;;
PROSPERIDADE II;DMMD 1708;F;;;;
PROSPERIDADE II;DMMD 1720;F;;;;
PROSPERIDADE II;DMMD 1721;F;;;;
PROSPERIDADE II;DMMD 1725;F;;;;
PROSPERIDADE II;DMMD 1728;F;;;;
PROSPERIDADE II;DMMD 1735;F;;;;
PROSPERIDADE II;DMMD 1743;F;;;;
PROSPERIDADE II;DMMD 1747;F;;;;
PROSPERIDADE II;DMMD 1756;F;;;;
PROSPERIDADE II;DMMD 1762;F;;;;
PROSPERIDADE II;DMMD 1764;F;;;;
PROSPERIDADE II;DMMD 1766;F;;;;
PROSPERIDADE II;DMMD 1768;F;;;;
PROSPERIDADE II;DMMD 1770;F;;;;
PROSPERIDADE II;DMMD 1773;F;;;;
PROSPERIDADE II;DMMD 1778;F;;;;
PROSPERIDADE II;DMMD 1781;F;;;;
PROSPERIDADE II;DMMD 1782;F;;;;
PROSPERIDADE II;DMMD 1797;F;;;;
PROSPERIDADE II;DMMD 1804;F;;;;
PROSPERIDADE II;DMMD 1806;F;;;;
PROSPERIDADE II;DMMD 1812;F;;;;
PROSPERIDADE II;DMMD 1813;F;;;;
PROSPERIDADE II;DMMD 1816;F;;;;
PROSPERIDADE II;DMMD 1826;F;;;;
PROSPERIDADE II;DMMD 1828;F;;;;
PROSPERIDADE II;DMMD 1833;F;;;;
PROSPERIDADE II;DMMD 1845;F;;;;
PROSPERIDADE II;DMMD 1852;F;;;;
PROSPERIDADE II;DMMD 1853;F;;;;
PROSPERIDADE II;DMMD 1871;F;;;;
PROSPERIDADE II;DMMD 1873;F;;;;
PROSPERIDADE II;DMMD 1876;F;;;;
PROSPERIDADE II;DMMD 1879;F;;;;
PROSPERIDADE II;DMMD 1881;F;;;;
PROSPERIDADE II;DMMD 1893;F;;;;
PROSPERIDADE II;DMMD 1905;F;;;;
PROSPERIDADE II;DMMD 1914;F;;;;
PROSPERIDADE II;DMMD 1924;F;;;;
PROSPERIDADE II;DMMD 1928;F;;;;
PROSPERIDADE II;DMMD 1931;F;;;;
PROSPERIDADE II;DMMD 1937;F;;;;
PROSPERIDADE II;DMMD 1939;F;;;;
PROSPERIDADE II;DMMD 1956;F;;;;
PROSPERIDADE II;DMMD 1957;F;;;;
PROSPERIDADE II;DMMD 1963;F;;;;
PROSPERIDADE II;DMMD 1971;F;;;;
PROSPERIDADE II;DMMD 1976;F;;;;
PROSPERIDADE II;DMMD 1990;F;;;;
PROSPERIDADE II;DMMD 1991;F;;;;
PROSPERIDADE II;DMMD 1992;F;;;;
PROSPERIDADE II;DMMD 1995;F;;;;
PROSPERIDADE II;DMMD 1996;F;;;;
PROSPERIDADE II;DMMD 2002;F;;;;
PROSPERIDADE II;DMMD 2006;F;;;;
PROSPERIDADE II;DMMD 2007;F;;;;
PROSPERIDADE II;DMMD 2008;F;;;;
PROSPERIDADE II;DMMD 2010;F;;;;
PROSPERIDADE II;DMMD 2012;F;;;;
PROSPERIDADE II;DMMD 2018;F;;;;
PROSPERIDADE II;DMMD 2020;F;;;;
PROSPERIDADE II;DMMD 2022;F;;;;
PROSPERIDADE II;DMMD 2027;F;;;;
PROSPERIDADE II;DMMD 2028;F;;;;
PROSPERIDADE II;DMMD 2029;F;;;;
PROSPERIDADE II;DMMD 2030;F;;;;
PROSPERIDADE II;DMMD 2031;F;;;;
PROSPERIDADE II;DMMD 2049;F;;;;
PROSPERIDADE II;DMMD 2054;F;;;;
PROSPERIDADE II;DMMD 2061;F;;;;
PROSPERIDADE II;DMMD 2064;F;;;;
PROSPERIDADE II;DMMD 2076;F;;;;
PROSPERIDADE II;DMMD 2093;F;;;;
PROSPERIDADE II;DMMD 2103;F;;;;
PROSPERIDADE II;DMMD 2116;F;;;;
PROSPERIDADE II;DMMD 2126;F;;;;
PROSPERIDADE II;DMMD 2132;F;;;;
PROSPERIDADE II;DMMD 2141;F;;;;
PROSPERIDADE II;DMMD 2152;F;;;;
PROSPERIDADE II;DMMD 2156;F;;;;
PROSPERIDADE II;DMMD 2164;F;;;;
PROSPERIDADE II;DMMD 2165;F;;;;
PROSPERIDADE II;DMMD 2169;F;;;;
PROSPERIDADE II;DMMD 2172;F;;;;
PROSPERIDADE II;DMMD 2175;F;;;;
PROSPERIDADE II;DMMD 2176;F;;;;
PROSPERIDADE II;DMMD 2178;F;;;;
PROSPERIDADE II;DMMD 2188;F;;;;
PROSPERIDADE II;DMMD 2191;F;;;;
PROSPERIDADE II;DMMD 2196;F;;;;
PROSPERIDADE II;DMMD 2205;F;;;;
PROSPERIDADE II;DMMD 2207;F;;;;
PROSPERIDADE II;DMMD 2210;F;;;;
PROSPERIDADE II;DMMD 2220;F;;;;
PROSPERIDADE II;DMMD 2221;F;;;;
PROSPERIDADE II;DMMD 2225;F;;;;
PROSPERIDADE II;DMMD 2226;F;;;;
PROSPERIDADE II;DMMD 2232;F;;;;
PROSPERIDADE II;DMMD 2233;F;;;;
PROSPERIDADE II;DMMD 2237;F;;;;
PROSPERIDADE II;DMMD 2239;F;;;;
PROSPERIDADE II;DMMD 2252;F;;;;
PROSPERIDADE II;DMMD 2282;F;;;;
PROSPERIDADE II;DMMD 2296;F;;;;
PROSPERIDADE II;DMMD 2312;F;;;;
PROSPERIDADE II;DMMD 2324;F;;;;
PROSPERIDADE II;DMMD 2338;F;;;;
PROSPERIDADE II;DMMD 2339;F;;;;
PROSPERIDADE II;DMMD 2342;F;;;;
PROSPERIDADE II;DMMD 2343;F;;;;
PROSPERIDADE II;DMMD 2349;F;;;;
PROSPERIDADE II;DMMD 2351;F;;;;
PROSPERIDADE II;DMMD 2357;F;;;;
PROSPERIDADE II;DMMD 2360;F;;;;
PROSPERIDADE II;DMMD 2368;F;;;;
PROSPERIDADE II;DMMD 2374;F;;;;
PROSPERIDADE II;DMMD 2377;F;;;;
PROSPERIDADE II;DMMD 2380;F;;;;
PROSPERIDADE II;DMMD 2391;F;;;;
PROSPERIDADE II;DMMD 2394;F;;;;
PROSPERIDADE II;DMMD 2408;F;;;;
PROSPERIDADE II;DMMD 2416;F;;;;
PROSPERIDADE II;DMMD 2418;F;;;;
PROSPERIDADE II;DMMD 2420;F;;;;
PROSPERIDADE II;DMMD 2451;F;;;;
PROSPERIDADE II;DMMD 2454;F;;;;
PROSPERIDADE II;DMMD 2455;F;;;;
PROSPERIDADE II;DMMD 2456;F;;;;
PROSPERIDADE II;DMMD 2459;F;;;;
PROSPERIDADE II;DMMD 2472;F;;;;
PROSPERIDADE II;DMMD 2478;F;;;;
PROSPERIDADE II;DMMD 2497;F;;;;
PROSPERIDADE II;DMMD 2503;F;;;;
PROSPERIDADE II;DMMD 2510;F;;;;
PROSPERIDADE II;DMMD 2513;F;;;;
PROSPERIDADE II;DMMD 2522;F;;;;
PROSPERIDADE II;DMMD 2531;F;;;;
PROSPERIDADE II;DMMD 2532;F;;;;
PROSPERIDADE II;DMMD 2535;F;;;;
PROSPERIDADE II;DMMD 2537;F;;;;
PROSPERIDADE II;DMMD 2541;F;;;;
PROSPERIDADE II;DMMD 2542;F;;;;
PROSPERIDADE II;DMMD 2549;F;;;;
PROSPERIDADE II;DMMD 2568;F;;;;
PROSPERIDADE II;DMMD 2570;F;;;;
PROSPERIDADE II;DMMD 2572;F;;;;
PROSPERIDADE II;DMMD 2579;F;;;;
PROSPERIDADE II;DMMD 2580;F;;;;
PROSPERIDADE II;DMMD 2581;F;;;;
PROSPERIDADE II;DMMD 2582;F;;;;
PROSPERIDADE II;DMMD 2586;F;;;;
PROSPERIDADE II;DMMD 2588;F;;;;
PROSPERIDADE II;DMMD 2599;F;;;;
PROSPERIDADE II;DMMD 2601;F;;;;
PROSPERIDADE II;DMMD 2602;F;;;;
PROSPERIDADE II;DMMD 2606;F;;;;
PROSPERIDADE II;DMMD 2608;F;;;;
PROSPERIDADE II;DMMD 2615;F;;;;
PROSPERIDADE II;DMMD 2617;F;;;;
PROSPERIDADE II;DMMD 2618;F;;;;
PROSPERIDADE II;DMMD 2620;F;;;;
PROSPERIDADE II;DMMD 2633;F;;;;
PROSPERIDADE II;DMMD 2636;F;;;;
PROSPERIDADE II;DMMD 2641;F;;;;
PROSPERIDADE II;DMMD 2642;F;;;;
PROSPERIDADE II;DMMD 2643;F;;;;
PROSPERIDADE II;DMMD 2654;F;;;;
PROSPERIDADE II;DMMD 2658;F;;;;
PROSPERIDADE II;DMMD 2659;F;;;;
PROSPERIDADE II;DMMD 2660;F;;;;
PROSPERIDADE II;DMMD 2669;F;;;;
PROSPERIDADE II;DMMD 2673;F;;;;
PROSPERIDADE II;DMMD 2680;F;;;;
PROSPERIDADE II;DMMD 2710;F;;;;
PROSPERIDADE II;DMMD 2728;F;;;;
PROSPERIDADE II;DMMD 2729;F;;;;
PROSPERIDADE II;DMMD 2734;F;;;;
PROSPERIDADE II;DMMD 2736;F;;;;
PROSPERIDADE II;DMMD 2738;F;;;;
PROSPERIDADE II;DMMD 2759;F;;;;
PROSPERIDADE II;DMMD 2764;F;;;;
PROSPERIDADE II;DMMD 2765;F;;;;
PROSPERIDADE II;DMMD 2768;F;;;;
PROSPERIDADE II;DMMD 2774;F;;;;
PROSPERIDADE II;DMMD 2790;F;;;;
PROSPERIDADE II;DMMD 2791;F;;;;
PROSPERIDADE II;DMMD 2792;F;;;;
PROSPERIDADE II;DMMD 2794;F;;;;
PROSPERIDADE II;DMMD 2800;F;;;;
PROSPERIDADE II;DMMD 2805;F;;;;
PROSPERIDADE II;DMMD 2806;F;;;;
PROSPERIDADE II;DMMD 2810;F;;;;
PROSPERIDADE II;DMMD 2813;F;;;;
PROSPERIDADE II;DMMD 2819;F;;;;
PROSPERIDADE II;DMMD 2823;F;;;;
PROSPERIDADE II;DMMD 2827;F;;;;
PROSPERIDADE II;DMMD 2836;F;;;;
PROSPERIDADE II;DMMD 2839;F;;;;
PROSPERIDADE II;DMMD 2843;F;;;;
PROSPERIDADE II;DMMD 2844;F;;;;
PROSPERIDADE II;DMMD 2850;F;;;;
PROSPERIDADE II;DMMD 2852;F;;;;
PROSPERIDADE II;DMMD 2861;F;;;;
PROSPERIDADE II;DMMD 2865;F;;;;
PROSPERIDADE II;DMMD 2867;F;;;;
PROSPERIDADE II;DMMD 2869;F;;;;
PROSPERIDADE II;DMMD 2876;F;;;;
PROSPERIDADE II;DMMD 2879;F;;;;
PROSPERIDADE II;DMMD 2886;F;;;;
PROSPERIDADE II;DMMD 2891;F;;;;
PROSPERIDADE II;DMMD 2893;F;;;;
PROSPERIDADE II;DMMD 2894;F;;;;
PROSPERIDADE II;DMMD 2898;F;;;;
PROSPERIDADE II;DMMD 2901;F;;;;
PROSPERIDADE II;DMMD 2910;F;;;;
PROSPERIDADE II;DMMD 2911;F;;;;
PROSPERIDADE II;DMMD 2915;F;;;;
PROSPERIDADE II;DMMD 2919;F;;;;
PROSPERIDADE II;DMMD 2938;F;;;;
PROSPERIDADE II;DMMD 2945;F;;;;
PROSPERIDADE II;DMMD 2950;F;;;;
PROSPERIDADE II;DMMD 2951;F;;;;
PROSPERIDADE II;DMMD 2955;F;;;;
PROSPERIDADE II;DMMD 2957;F;;;;
PROSPERIDADE II;DMMD 2958;F;;;;
PROSPERIDADE II;DMMD 2961;F;;;;
PROSPERIDADE II;DMMD 2964;F;;;;
PROSPERIDADE II;DMMD 2969;F;;;;
PROSPERIDADE II;DMMD 2974;F;;;;
PROSPERIDADE II;DMMD 2977;F;;;;
PROSPERIDADE II;DMMD 2980;F;;;;
PROSPERIDADE II;DMMD 2998;F;;;;
PROSPERIDADE II;DMMD 3001;F;;;;
PROSPERIDADE II;DMMD 3002;F;;;;
PROSPERIDADE II;DMMD 3021;F;;;;
PROSPERIDADE II;DMMD 3023;F;;;;
PROSPERIDADE II;DMMD 3031;F;;;;
PROSPERIDADE II;DMMD 3036;F;;;;
PROSPERIDADE II;DMMD 3039;F;;;;
PROSPERIDADE II;DMMD 3041;F;;;;
PROSPERIDADE II;DMMD 3044;F;;;;
PROSPERIDADE II;DMMD 3059;F;;;;
PROSPERIDADE II;DMMD 3061;F;;;;
PROSPERIDADE II;DMMD 3064;F;;;;
PROSPERIDADE II;DMMD 3067;F;;;;
PROSPERIDADE II;DMMD 3080;F;;;;
PROSPERIDADE II;DMMD 3081;F;;;;
PROSPERIDADE II;DMMD 3085;F;;;;
PROSPERIDADE II;DMMD 3087;F;;;;
PROSPERIDADE II;DMMD 3096;F;;;;
PROSPERIDADE II;DMMD 3099;F;;;;
PROSPERIDADE II;DMMD 3101;F;;;;
PROSPERIDADE II;DMMD 3102;F;;;;
PROSPERIDADE II;DMMD 3130;F;;;;
PROSPERIDADE II;DMMD 3148;F;;;;
PROSPERIDADE II;DMMD 3171;F;;;;
PROSPERIDADE II;DMMD 3184;F;;;;
PROSPERIDADE II;DMMD 3188;F;;;;
PROSPERIDADE II;DMMD 3204;F;;;;
PROSPERIDADE II;DMMD 3215;F;;;;
PROSPERIDADE II;DMMD 3219;F;;;;
PROSPERIDADE II;DMMD 3225;F;;;;
PROSPERIDADE II;DMMD 3227;F;;;;
PROSPERIDADE II;DMMD 3228;F;;;;
PROSPERIDADE II;DMMD 3230;F;;;;
PROSPERIDADE II;DMMD 3232;F;;;;
PROSPERIDADE II;DMMD 3233;F;;;;
PROSPERIDADE II;DMMD 3234;F;;;;
PROSPERIDADE II;DMMD 3236;F;;;;
PROSPERIDADE II;DMMD 3240;F;;;;
PROSPERIDADE II;DMMD 3246;F;;;;
PROSPERIDADE II;DMMD 3247;F;;;;
PROSPERIDADE II;DMMD 3249;F;;;;
PROSPERIDADE II;DMMD 3251;F;;;;
PROSPERIDADE II;DMMD 3253;F;;;;
PROSPERIDADE II;DMMD 3256;F;;;;
PROSPERIDADE II;DMMD 3257;F;;;;
PROSPERIDADE II;DMMD 3258;F;;;;
PROSPERIDADE II;DMMD 3263;F;;;;
PROSPERIDADE II;DMMD 3264;F;;;;
PROSPERIDADE II;DMMD 3265;F;;;;
PROSPERIDADE II;DMMD 3280;F;;;;
PROSPERIDADE II;DMMD 3284;F;;;;
PROSPERIDADE II;DMMD 3290;F;;;;
PROSPERIDADE II;DMMD 3291;F;;;;
PROSPERIDADE II;DMMD 3292;F;;;;
PROSPERIDADE II;DMMD 3298;F;;;;
PROSPERIDADE II;DMMD 3299;F;;;;
PROSPERIDADE II;DMMD 3300;F;;;;
PROSPERIDADE II;DMMD 3302;F;;;;
PROSPERIDADE II;DMMD 3305;F;;;;
PROSPERIDADE II;DMMD 3306;F;;;;
PROSPERIDADE II;DMMD 3311;F;;;;
PROSPERIDADE II;DMMD 3314;F;;;;
PROSPERIDADE II;DMMD 3318;F;;;;
PROSPERIDADE II;DMMD 3323;F;;;;
PROSPERIDADE II;DMMD 3325;F;;;;
PROSPERIDADE II;DMMD 3327;F;;;;
PROSPERIDADE II;DMMD 3334;F;;;;
PROSPERIDADE II;DMMD 3337;F;;;;
PROSPERIDADE II;DMMD 3341;F;;;;
PROSPERIDADE II;DMMD 3357;F;;;;
PROSPERIDADE II;DMMD 3360;F;;;;
PROSPERIDADE II;DMMD 3364;F;;;;
PROSPERIDADE II;DMMD 3378;F;;;;
PROSPERIDADE II;DMMD 3388;F;;;;
PROSPERIDADE II;DMMD 3389;F;;;;
PROSPERIDADE II;DMMD 3394;F;;;;
PROSPERIDADE II;DMMD 3406;F;;;;
PROSPERIDADE II;DMMD 3413;F;;;;
PROSPERIDADE II;DMMD 3415;F;;;;
PROSPERIDADE II;DMMD 3421;F;;;;
PROSPERIDADE II;DMMD 3431;F;;;;
PROSPERIDADE II;DMMD 3504;F;;;;
PROSPERIDADE II;DMMD 3510;F;;;;
PROSPERIDADE II;DMMD 3518;F;;;;
PROSPERIDADE II;DMMD 3539;F;;;;
PROSPERIDADE II;DMMD 3548;F;;;;
PROSPERIDADE II;DMMD 3578;F;;;;
PROSPERIDADE II;DMMD 3581;F;;;;
PROSPERIDADE II;DMMD 3582;F;;;;
PROSPERIDADE II;DMMD 3585;F;;;;
PROSPERIDADE II;DMMD 3597;F;;;;
PROSPERIDADE II;DMMD 3604;F;;;;
PROSPERIDADE II;DMMD 3939;F;;;;
PROSPERIDADE II;DMMD1947;F;;;;
PROSPERIDADE II;DMMD2467;F;;;;
PROSPERIDADE II;DMMD2502;F;;;;
PROSPERIDADE II;DMMD2520;F;;;;
PROSPERIDADE II;DMMD2671;F;;;;
PROSPERIDADE II;DMMD2747;F;;;;
PROSPERIDADE II;DMMD3045;F;;;;
PROSPERIDADE II;DMMD3090;F;;;;
PROSPERIDADE II;DMMD3225;F;;;;
PROSPERIDADE II;DMMD3262;F;;;;
PROSPERIDADE II;DMMD3385;F;;;;
PROSPERIDADE II;DMMD3532;F;;;;
PROSPERIDADE II;DMMD3562;F;;;;
PROSPERIDADE II;DMMD3569;F;;;;
PROSPERIDADE II;DMMD3646;F;;;;
BOA ESPERANÇA;DMML 394;M;;;;
PROSPERIDADE II;DMML 429;F;;;;
PROSPERIDADE II;DSF 6313;F;;;;
PROSPERIDADE II;DSF 6467;F;;;;
BOA ESPERANÇA;E1;M;;;;
BOA ESPERANÇA;E10;F;;;;
MARIA DE JESUS;E1001;F;;;;
MARIA DE JESUS;E1002;F;;;;
MARIA DE JESUS;E1003;F;;;;
MARIA DE JESUS;E1004;F;;;;
MARIA DE JESUS;E1005;F;;;;
MARIA DE JESUS;E1006;F;;;;
MARIA DE JESUS;E1007;F;;;;
MARIA DE JESUS;E1008;F;;;;
MARIA DE JESUS;E1009;F;;;;
IMPERIAL II;E101;M;;;;
MARIA DE JESUS;E1010;F;;;;
MARIA DE JESUS;E1011;F;;;;
MARIA DE JESUS;E1012;F;;;;
MARIA DE JESUS;E1013;F;;;;
MARIA DE JESUS;E1014;F;;;;
MARIA DE JESUS;E1015;F;;;;
MARIA DE JESUS;E1016;F;;;;
MARIA DE JESUS;E1017;F;;;;
MARIA DE JESUS;E1018;F;;;;
MARIA DE JESUS;E1019;F;;;;
IMPERIAL II;E102;F;;;;
MARIA DE JESUS;E1020;F;;;;
MARIA DE JESUS;E1021;F;;;;
MARIA DE JESUS;E1022;F;;;;
MARIA DE JESUS;E1023;F;;;;
MARIA DE JESUS;E1024;F;;;;
MARIA DE JESUS;E1025;F;;;;
MARIA DE JESUS;E1026;F;;;;
MARIA DE JESUS;E1027;F;;;;
MARIA DE JESUS;E1028;F;;;;
MARIA DE JESUS;E1029;F;;;;
IMPERIAL II;E103;F;;;;
MARIA DE JESUS;E1030;F;;;;
MARIA DE JESUS;E1031;F;;;;
MARIA DE JESUS;E1032;F;;;;
MARIA DE JESUS;E1033;F;;;;
MARIA DE JESUS;E1034;F;;;;
MARIA DE JESUS;E1035;F;;;;
MARIA DE JESUS;E1036;F;;;;
MARIA DE JESUS;E1037;F;;;;
MARIA DE JESUS;E1038;F;;;;
MARIA DE JESUS;E1039;F;;;;
IMPERIAL II;E104;M;;;;
MARIA DE JESUS;E1040;F;;;;
MARIA DE JESUS;E1041;F;;;;
MARIA DE JESUS;E1042;F;;;;
MARIA DE JESUS;E1043;F;;;;
MARIA DE JESUS;E1044;F;;;;
MARIA DE JESUS;E1045;F;;;;
MARIA DE JESUS;E1046;F;;;;
MARIA DE JESUS;E1047;F;;;;
MARIA DE JESUS;E1048;F;;;;
MARIA DE JESUS;E1049;F;;;;
IMPERIAL II;E105;F;;;;
MARIA DE JESUS;E1050;F;;;;
MARIA DE JESUS;E1051;F;;;;
MARIA DE JESUS;E1052;F;;;;
MARIA DE JESUS;E1053;F;;;;
MARIA DE JESUS;E1054;F;;;;
MARIA DE JESUS;E1055;F;;;;
MARIA DE JESUS;E1056;F;;;;
MARIA DE JESUS;E1057;F;;;;
MARIA DE JESUS;E1058;F;;;;
MARIA DE JESUS;E1059;F;;;;
IMPERIAL II;E106;F;;;;
MARIA DE JESUS;E1060;F;;;;
MARIA DE JESUS;E1061;F;;;;
MARIA DE JESUS;E1062;F;;;;
MARIA DE JESUS;E1063;F;;;;
MARIA DE JESUS;E1064;F;;;;
MARIA DE JESUS;E1065;F;;;;
MARIA DE JESUS;E1066;F;;;;
MARIA DE JESUS;E1067;F;;;;
MARIA DE JESUS;E1068;F;;;;
MARIA DE JESUS;E1069;F;;;;
IMPERIAL II;E107;F;;;;
MARIA DE JESUS;E1070;F;;;;
MARIA DE JESUS;E1071;F;;;;
MARIA DE JESUS;E1072;F;;;;
MARIA DE JESUS;E1073;F;;;;
MARIA DE JESUS;E1074;F;;;;
MARIA DE JESUS;E1075;F;;;;
MARIA DE JESUS;E1076;F;;;;
MARIA DE JESUS;E1077;F;;;;
MARIA DE JESUS;E1078;F;;;;
MARIA DE JESUS;E1079;F;;;;
IMPERIAL II;E108;M;;;;
MARIA DE JESUS;E1080;F;;;;
MARIA DE JESUS;E1081;F;;;;
MARIA DE JESUS;E1082;F;;;;
MARIA DE JESUS;E1083;F;;;;
MARIA DE JESUS;E1084;F;;;;
MARIA DE JESUS;E1085;F;;;;
MARIA DE JESUS;E1086;F;;;;
MARIA DE JESUS;E1087;F;;;;
MARIA DE JESUS;E1088;F;;;;
MARIA DE JESUS;E1089;F;;;;
MARIA DE JESUS;E1090;F;;;;
MARIA DE JESUS;E1091;F;;;;
MARIA DE JESUS;E1092;F;;;;
MARIA DE JESUS;E1093;F;;;;
MARIA DE JESUS;E1094;F;;;;
MARIA DE JESUS;E1095;F;;;;
MARIA DE JESUS;E1096;F;;;;
MARIA DE JESUS;E1097;F;;;;
MARIA DE JESUS;E1098;F;;;;
MARIA DE JESUS;E1099;F;;;;
IMPERIAL II;E110;M;;;;
MARIA DE JESUS;E1100;F;;;;
MARIA DE JESUS;E1101;F;;;;
MARIA DE JESUS;E1102;F;;;;
MARIA DE JESUS;E1103;F;;;;
MARIA DE JESUS;E1104;F;;;;
MARIA DE JESUS;E1105;F;;;;
MARIA DE JESUS;E1106;F;;;;
MARIA DE JESUS;E1107;F;;;;
MARIA DE JESUS;E1108;F;;;;
MARIA DE JESUS;E1109;F;;;;
IMPERIAL II;E111;M;;;;
MARIA DE JESUS;E1110;F;;;;
MARIA DE JESUS;E1111;F;;;;
MARIA DE JESUS;E1112;F;;;;
MARIA DE JESUS;E1113;F;;;;
MARIA DE JESUS;E1114;F;;;;
MARIA DE JESUS;E1115;F;;;;
MARIA DE JESUS;E1116;F;;;;
MARIA DE JESUS;E1117;F;;;;
MARIA DE JESUS;E1118;F;;;;
MARIA DE JESUS;E1119;F;;;;
IMPERIAL II;E112;M;;;;
MARIA DE JESUS;E1120;F;;;;
MARIA DE JESUS;E1121;F;;;;
MARIA DE JESUS;E1122;F;;;;
MARIA DE JESUS;E1123;F;;;;
MARIA DE JESUS;E1124;F;;;;
MARIA DE JESUS;E1125;F;;;;
MARIA DE JESUS;E1126;F;;;;
MARIA DE JESUS;E1127;F;;;;
MARIA DE JESUS;E1128;F;;;;
MARIA DE JESUS;E1129;F;;;;
IMPERIAL II;E113;F;;;;
MARIA DE JESUS;E1130;F;;;;
MARIA DE JESUS;E1131;F;;;;
MARIA DE JESUS;E1132;F;;;;
MARIA DE JESUS;E1133;F;;;;
MARIA DE JESUS;E1134;F;;;;
MARIA DE JESUS;E1135;F;;;;
MARIA DE JESUS;E1136;F;;;;
MARIA DE JESUS;E1137;M;;;;
MARIA DE JESUS;E1138;F;;;;
MARIA DE JESUS;E1139;F;;;;
IMPERIAL II;E114;M;;;;
MARIA DE JESUS;E1140;M;;;;
MARIA DE JESUS;E1141;F;;;;
MARIA DE JESUS;E1142;M;;;;
MARIA DE JESUS;E1143;M;;;;
MARIA DE JESUS;E1144;M;;;;
MARIA DE JESUS;E1145;M;;;;
